produktionsslag	månad	Eltillförsel netto, GWh
konventionell värmekraft, netto	2007M10	1136
konventionell värmekraft, netto	2007M11	1603
konventionell värmekraft, netto	2007M12	1722
konventionell värmekraft, netto	2008M01	1655
konventionell värmekraft, netto	2008M02	1503
konventionell värmekraft, netto	2008M03	1515
konventionell värmekraft, netto	2008M04	1203
konventionell värmekraft, netto	2008M05	949
konventionell värmekraft, netto	2008M06	765
konventionell värmekraft, netto	2008M07	720
konventionell värmekraft, netto	2008M08	692
konventionell värmekraft, netto	2008M09	942
konventionell värmekraft, netto	2008M10	1211
konventionell värmekraft, netto	2008M11	1537
konventionell värmekraft, netto	2008M12	1637
konventionell värmekraft, netto	2009M01	1836
konventionell värmekraft, netto	2009M02	1680
konventionell värmekraft, netto	2009M03	1743
konventionell värmekraft, netto	2009M04	1196
konventionell värmekraft, netto	2009M05	1048
konventionell värmekraft, netto	2009M06	830
konventionell värmekraft, netto	2009M07	707
konventionell värmekraft, netto	2009M08	709
konventionell värmekraft, netto	2009M09	947
konventionell värmekraft, netto	2009M10	1476
konventionell värmekraft, netto	2009M11	1518
konventionell värmekraft, netto	2009M12	2212
konventionell värmekraft, netto	2010M01	2492
konventionell värmekraft, netto	2010M02	2284
konventionell värmekraft, netto	2010M03	2209
konventionell värmekraft, netto	2010M04	1682
konventionell värmekraft, netto	2010M05	1275
konventionell värmekraft, netto	2010M06	1075
konventionell värmekraft, netto	2010M07	935
konventionell värmekraft, netto	2010M08	675
konventionell värmekraft, netto	2010M09	1091
konventionell värmekraft, netto	2010M10	1567
konventionell värmekraft, netto	2010M11	2039
konventionell värmekraft, netto	2010M12	2429
konventionell värmekraft, netto	2011M01	2290
konventionell värmekraft, netto	2011M02	2143
konventionell värmekraft, netto	2011M03	2206
konventionell värmekraft, netto	2011M04	1536
konventionell värmekraft, netto	2011M05	1242
konventionell värmekraft, netto	2011M06	815
konventionell värmekraft, netto	2011M07	726
konventionell värmekraft, netto	2011M08	628
konventionell värmekraft, netto	2011M09	795
konventionell värmekraft, netto	2011M10	1087
konventionell värmekraft, netto	2011M11	1548
konventionell värmekraft, netto	2011M12	1746
konventionell värmekraft, netto	2012M01	1976
konventionell värmekraft, netto	2012M02	2040
konventionell värmekraft, netto	2012M03	1608
konventionell värmekraft, netto	2012M04	1312
konventionell värmekraft, netto	2012M05	1007
konventionell värmekraft, netto	2012M06	793
konventionell värmekraft, netto	2012M07	699
konventionell värmekraft, netto	2012M08	717
konventionell värmekraft, netto	2012M09	858
konventionell värmekraft, netto	2012M10	1145
konventionell värmekraft, netto	2012M11	1342
konventionell värmekraft, netto	2012M12	1997
konventionell värmekraft, netto	2013M01	2053
konventionell värmekraft, netto	2013M02	1859
konventionell värmekraft, netto	2013M03	2023
konventionell värmekraft, netto	2013M04	1417
konventionell värmekraft, netto	2013M05	929
konventionell värmekraft, netto	2013M06	728
konventionell värmekraft, netto	2013M07	768
konventionell värmekraft, netto	2013M08	647
konventionell värmekraft, netto	2013M09	890
konventionell värmekraft, netto	2013M10	1046
konventionell värmekraft, netto	2013M11	1363
konventionell värmekraft, netto	2013M12	1509
konventionell värmekraft, netto	2014M01	1654
konventionell värmekraft, netto	2014M02	1459
konventionell värmekraft, netto	2014M03	1344
konventionell värmekraft, netto	2014M04	1075
konventionell värmekraft, netto	2014M05	942
konventionell värmekraft, netto	2014M06	767
konventionell värmekraft, netto	2014M07	680
konventionell värmekraft, netto	2014M08	669
konventionell värmekraft, netto	2014M09	744
konventionell värmekraft, netto	2014M10	1043
konventionell värmekraft, netto	2014M11	1299
konventionell värmekraft, netto	2014M12	1654
konventionell värmekraft, netto	2015M01	1829
konventionell värmekraft, netto	2015M02	1651
konventionell värmekraft, netto	2015M03	1424
konventionell värmekraft, netto	2015M04	1116
konventionell värmekraft, netto	2015M05	1046
konventionell värmekraft, netto	2015M06	726
konventionell värmekraft, netto	2015M07	674
konventionell värmekraft, netto	2015M08	693
konventionell värmekraft, netto	2015M09	713
konventionell värmekraft, netto	2015M10	1005
konventionell värmekraft, netto	2015M11	1270
konventionell värmekraft, netto	2015M12	1438
konventionell värmekraft, netto	2016M01	1835
konventionell värmekraft, netto	2016M02	1582
konventionell värmekraft, netto	2016M03	1462
konventionell värmekraft, netto	2016M04	1145
konventionell värmekraft, netto	2016M05	873
konventionell värmekraft, netto	2016M06	757
konventionell värmekraft, netto	2016M07	761
konventionell värmekraft, netto	2016M08	708
konventionell värmekraft, netto	2016M09	696
konventionell värmekraft, netto	2016M10	1161
konventionell värmekraft, netto	2016M11	1611
konventionell värmekraft, netto	2016M12	1714
konventionell värmekraft, netto	2017M01	1740
konventionell värmekraft, netto	2017M02	1632
konventionell värmekraft, netto	2017M03	1603
konventionell värmekraft, netto	2017M04	1368
konventionell värmekraft, netto	2017M05	1037
konventionell värmekraft, netto	2017M06	855
konventionell värmekraft, netto	2017M07	828
konventionell värmekraft, netto	2017M08	795
konventionell värmekraft, netto	2017M09	860
konventionell värmekraft, netto	2017M10	1167
konventionell värmekraft, netto	2017M11	1366
konventionell värmekraft, netto	2017M12	1635
konventionell värmekraft, netto	2018M01	1747
konventionell värmekraft, netto	2018M02	1658
konventionell värmekraft, netto	2018M03	1656
konventionell värmekraft, netto	2018M04	1192
konventionell värmekraft, netto	2018M05	903
konventionell värmekraft, netto	2018M06	818
konventionell värmekraft, netto	2018M07	775
konventionell värmekraft, netto	2018M08	807
konventionell värmekraft, netto	2018M09	882
konventionell värmekraft, netto	2018M10	1128
konventionell värmekraft, netto	2018M11	1515
konventionell värmekraft, netto	2018M12	1965
konventionell värmekraft, netto	2019M01	2082
konventionell värmekraft, netto	2019M02	1692
konventionell värmekraft, netto	2019M03	1759
konventionell värmekraft, netto	2019M04	1405
konventionell värmekraft, netto	2019M05	1031
konventionell värmekraft, netto	2019M06	818
konventionell värmekraft, netto	2019M07	882
konventionell värmekraft, netto	2019M08	852
konventionell värmekraft, netto	2019M09	884
konventionell värmekraft, netto	2019M10	1168
konventionell värmekraft, netto	2019M11	1454
konventionell värmekraft, netto	2019M12	1559
konventionell värmekraft, netto	2020M01	1503
konventionell värmekraft, netto	2020M02	1304
konventionell värmekraft, netto	2020M03	1254
konventionell värmekraft, netto	2020M04	964
konventionell värmekraft, netto	2020M05	931
konventionell värmekraft, netto	2020M06	823
konventionell värmekraft, netto	2020M07	797
konventionell värmekraft, netto	2020M08	735
konventionell värmekraft, netto	2020M09	880
konventionell värmekraft, netto	2020M10	1028
konventionell värmekraft, netto	2020M11	1111
konventionell värmekraft, netto	2020M12	1383
mottryck, industriellt	1974M01	..
mottryck, industriellt	1974M02	..
mottryck, industriellt	1974M03	..
mottryck, industriellt	1974M04	..
mottryck, industriellt	1974M05	..
mottryck, industriellt	1974M06	..
mottryck, industriellt	1974M07	..
mottryck, industriellt	1974M08	..
mottryck, industriellt	1974M09	..
mottryck, industriellt	1974M10	..
mottryck, industriellt	1974M11	..
mottryck, industriellt	1974M12	..
mottryck, industriellt	1975M01	..
mottryck, industriellt	1975M02	..
mottryck, industriellt	1975M03	..
mottryck, industriellt	1975M04	..
mottryck, industriellt	1975M05	..
mottryck, industriellt	1975M06	..
mottryck, industriellt	1975M07	..
mottryck, industriellt	1975M08	..
mottryck, industriellt	1975M09	..
mottryck, industriellt	1975M10	..
mottryck, industriellt	1975M11	..
mottryck, industriellt	1975M12	..
mottryck, industriellt	1976M01	295
mottryck, industriellt	1976M02	287
mottryck, industriellt	1976M03	309
mottryck, industriellt	1976M04	232
mottryck, industriellt	1976M05	261
mottryck, industriellt	1976M06	230
mottryck, industriellt	1976M07	153
mottryck, industriellt	1976M08	294
mottryck, industriellt	1976M09	294
mottryck, industriellt	1976M10	327
mottryck, industriellt	1976M11	346
mottryck, industriellt	1976M12	309
mottryck, industriellt	1977M01	346
mottryck, industriellt	1977M02	334
mottryck, industriellt	1977M03	346
mottryck, industriellt	1977M04	259
mottryck, industriellt	1977M05	234
mottryck, industriellt	1977M06	190
mottryck, industriellt	1977M07	156
mottryck, industriellt	1977M08	277
mottryck, industriellt	1977M09	295
mottryck, industriellt	1977M10	309
mottryck, industriellt	1977M11	350
mottryck, industriellt	1977M12	291
mottryck, industriellt	1978M01	358
mottryck, industriellt	1978M02	356
mottryck, industriellt	1978M03	321
mottryck, industriellt	1978M04	372
mottryck, industriellt	1978M05	321
mottryck, industriellt	1978M06	252
mottryck, industriellt	1978M07	144
mottryck, industriellt	1978M08	340
mottryck, industriellt	1978M09	358
mottryck, industriellt	1978M10	399
mottryck, industriellt	1978M11	415
mottryck, industriellt	1978M12	398
mottryck, industriellt	1979M01	456
mottryck, industriellt	1979M02	424
mottryck, industriellt	1979M03	459
mottryck, industriellt	1979M04	386
mottryck, industriellt	1979M05	347
mottryck, industriellt	1979M06	249
mottryck, industriellt	1979M07	209
mottryck, industriellt	1979M08	274
mottryck, industriellt	1979M09	272
mottryck, industriellt	1979M10	384
mottryck, industriellt	1979M11	435
mottryck, industriellt	1979M12	394
mottryck, industriellt	1980M01	419
mottryck, industriellt	1980M02	414
mottryck, industriellt	1980M03	425
mottryck, industriellt	1980M04	315
mottryck, industriellt	1980M05	206
mottryck, industriellt	1980M06	235
mottryck, industriellt	1980M07	217
mottryck, industriellt	1980M08	334
mottryck, industriellt	1980M09	333
mottryck, industriellt	1980M10	394
mottryck, industriellt	1980M11	376
mottryck, industriellt	1980M12	357
mottryck, industriellt	1981M01	381
mottryck, industriellt	1981M02	303
mottryck, industriellt	1981M03	291
mottryck, industriellt	1981M04	207
mottryck, industriellt	1981M05	208
mottryck, industriellt	1981M06	136
mottryck, industriellt	1981M07	108
mottryck, industriellt	1981M08	153
mottryck, industriellt	1981M09	195
mottryck, industriellt	1981M10	217
mottryck, industriellt	1981M11	217
mottryck, industriellt	1981M12	210
mottryck, industriellt	1982M01	258
mottryck, industriellt	1982M02	264
mottryck, industriellt	1982M03	241
mottryck, industriellt	1982M04	174
mottryck, industriellt	1982M05	182
mottryck, industriellt	1982M06	165
mottryck, industriellt	1982M07	115
mottryck, industriellt	1982M08	156
mottryck, industriellt	1982M09	189
mottryck, industriellt	1982M10	187
mottryck, industriellt	1982M11	240
mottryck, industriellt	1982M12	224
mottryck, industriellt	1983M01	222
mottryck, industriellt	1983M02	196
mottryck, industriellt	1983M03	228
mottryck, industriellt	1983M04	170
mottryck, industriellt	1983M05	215
mottryck, industriellt	1983M06	198
mottryck, industriellt	1983M07	123
mottryck, industriellt	1983M08	186
mottryck, industriellt	1983M09	208
mottryck, industriellt	1983M10	209
mottryck, industriellt	1983M11	236
mottryck, industriellt	1983M12	229
mottryck, industriellt	1984M01	226
mottryck, industriellt	1984M02	198
mottryck, industriellt	1984M03	214
mottryck, industriellt	1984M04	194
mottryck, industriellt	1984M05	201
mottryck, industriellt	1984M06	203
mottryck, industriellt	1984M07	182
mottryck, industriellt	1984M08	204
mottryck, industriellt	1984M09	200
mottryck, industriellt	1984M10	228
mottryck, industriellt	1984M11	217
mottryck, industriellt	1984M12	215
mottryck, industriellt	1985M01	215
mottryck, industriellt	1985M02	221
mottryck, industriellt	1985M03	213
mottryck, industriellt	1985M04	223
mottryck, industriellt	1985M05	199
mottryck, industriellt	1985M06	196
mottryck, industriellt	1985M07	177
mottryck, industriellt	1985M08	173
mottryck, industriellt	1985M09	182
mottryck, industriellt	1985M10	215
mottryck, industriellt	1985M11	206
mottryck, industriellt	1985M12	190
mottryck, industriellt	1986M01	201
mottryck, industriellt	1986M02	240
mottryck, industriellt	1986M03	254
mottryck, industriellt	1986M04	214
mottryck, industriellt	1986M05	193
mottryck, industriellt	1986M06	172
mottryck, industriellt	1986M07	178
mottryck, industriellt	1986M08	250
mottryck, industriellt	1986M09	241
mottryck, industriellt	1986M10	300
mottryck, industriellt	1986M11	313
mottryck, industriellt	1986M12	251
mottryck, industriellt	1987M01	271
mottryck, industriellt	1987M02	245
mottryck, industriellt	1987M03	261
mottryck, industriellt	1987M04	242
mottryck, industriellt	1987M05	227
mottryck, industriellt	1987M06	209
mottryck, industriellt	1987M07	197
mottryck, industriellt	1987M08	208
mottryck, industriellt	1987M09	210
mottryck, industriellt	1987M10	237
mottryck, industriellt	1987M11	268
mottryck, industriellt	1987M12	252
mottryck, industriellt	1988M01	248
mottryck, industriellt	1988M02	239
mottryck, industriellt	1988M03	243
mottryck, industriellt	1988M04	220
mottryck, industriellt	1988M05	234
mottryck, industriellt	1988M06	223
mottryck, industriellt	1988M07	201
mottryck, industriellt	1988M08	254
mottryck, industriellt	1988M09	237
mottryck, industriellt	1988M10	247
mottryck, industriellt	1988M11	317
mottryck, industriellt	1988M12	380
mottryck, industriellt	1989M01	320
mottryck, industriellt	1989M02	274
mottryck, industriellt	1989M03	296
mottryck, industriellt	1989M04	264
mottryck, industriellt	1989M05	239
mottryck, industriellt	1989M06	231
mottryck, industriellt	1989M07	199
mottryck, industriellt	1989M08	246
mottryck, industriellt	1989M09	244
mottryck, industriellt	1989M10	296
mottryck, industriellt	1989M11	309
mottryck, industriellt	1989M12	317
mottryck, industriellt	1990M01	248
mottryck, industriellt	1990M02	236
mottryck, industriellt	1990M03	247
mottryck, industriellt	1990M04	227
mottryck, industriellt	1990M05	212
mottryck, industriellt	1990M06	183
mottryck, industriellt	1990M07	169
mottryck, industriellt	1990M08	180
mottryck, industriellt	1990M09	185
mottryck, industriellt	1990M10	228
mottryck, industriellt	1990M11	233
mottryck, industriellt	1990M12	234
mottryck, industriellt	1991M01	220
mottryck, industriellt	1991M02	211
mottryck, industriellt	1991M03	236
mottryck, industriellt	1991M04	216
mottryck, industriellt	1991M05	245
mottryck, industriellt	1991M06	260
mottryck, industriellt	1991M07	207
mottryck, industriellt	1991M08	255
mottryck, industriellt	1991M09	241
mottryck, industriellt	1991M10	283
mottryck, industriellt	1991M11	367
mottryck, industriellt	1991M12	361
mottryck, industriellt	1992M01	361
mottryck, industriellt	1992M02	266
mottryck, industriellt	1992M03	277
mottryck, industriellt	1992M04	256
mottryck, industriellt	1992M05	238
mottryck, industriellt	1992M06	212
mottryck, industriellt	1992M07	234
mottryck, industriellt	1992M08	218
mottryck, industriellt	1992M09	218
mottryck, industriellt	1992M10	307
mottryck, industriellt	1992M11	344
mottryck, industriellt	1992M12	324
mottryck, industriellt	1993M01	334
mottryck, industriellt	1993M02	327
mottryck, industriellt	1993M03	327
mottryck, industriellt	1993M04	295
mottryck, industriellt	1993M05	248
mottryck, industriellt	1993M06	262
mottryck, industriellt	1993M07	260
mottryck, industriellt	1993M08	239
mottryck, industriellt	1993M09	268
mottryck, industriellt	1993M10	369
mottryck, industriellt	1993M11	438
mottryck, industriellt	1993M12	430
mottryck, industriellt	1994M01	369
mottryck, industriellt	1994M02	358
mottryck, industriellt	1994M03	387
mottryck, industriellt	1994M04	322
mottryck, industriellt	1994M05	274
mottryck, industriellt	1994M06	280
mottryck, industriellt	1994M07	260
mottryck, industriellt	1994M08	297
mottryck, industriellt	1994M09	307
